indicator_code,indicator_name,definition_or_additional_info
MATIINTW,"Infant mortality, Minimum threshold of 22 weeks (or 500 grams birthweight)",Deaths per 1 000 live births
CICDCERV_TXCRUDTH,Cerebrovascular diseases,Deaths per 100 000 males (crude rates)
CICDACCD_TXCRUDTH,Accidents,Deaths per 100 000 males (crude rates)
CICDHODG_TXCRUDTH,Hodgkin’s disease,Deaths per 100 000 males (crude rates)
CICDPEAU_TXCRUDTH,Diseases of the skin and subcutaneous tissue,Deaths per 100 000 males (crude rates)
CICDSYMP_TXCRUDTX,"Symptoms, signs, ill-defined causes",Deaths per 100 000 population (crude rates)
CICDNERV_TXCRUDTF,Diseases of the nervous system,Deaths per 100 000 females (crude rates)
CICDSANG_TXCRUDTF,Diseases of the blood and blood-forming organs,Deaths per 100 000 females (crude rates)
CICDDBTM_TXCRUDTX,Diabetes mellitus,Deaths per 100 000 population (crude rates)
CICDPANC_TXCRUDTF,Malignant neoplasms of pancreas,Deaths per 100 000 females (crude rates)
CICDNERV_TXCRUDTH,Diseases of the nervous system,Deaths per 100 000 males (crude rates)
CICDREPS_TXCRUDTH,Diseases of the respiratory system,Deaths per 100 000 males (crude rates)
CICDNCRA_TXCRUDTX,"Malignant neoplasms of colon, rectum and anus",Deaths per 100 000 population (crude rates)
CICDBAEM_TXCRUDTF,Chronic obstructive pulmonary diseases,Deaths per 100 000 females (crude rates)
CICDENDO_TXCRUDTX,"Endocrine, nutritional and metabolic diseases",Deaths per 100 000 population (crude rates)
CICDPEPT_TXCRUDTF,Peptic ulcer,Deaths per 100 000 females (crude rates)
CICDASMA_TXCRUDTF,Asthma,Deaths per 100 000 females (crude rates)
CICDPOSN_TXCRUDTX,Accidental poisoning,Deaths per 100 000 population (crude rates)
CICDMYOC_TXCRUDTF,Acute myocardial infarction,Deaths per 100 000 females (crude rates)
CICDSANG_TXCRUDTH,Diseases of the blood and blood-forming organs,Deaths per 100 000 males (crude rates)
CICDBAEM_TXCRUDTX,Chronic obstructive pulmonary diseases,Deaths per 100 000 population (crude rates)
CICDPOSN_TXCRUDTF,Accidental poisoning,Deaths per 100 000 females (crude rates)
CICDCANC_TXCRUDTH,"Malignant neoplasms of trachea, bronchus, lung",Deaths per 100 000 males (crude rates)
CICDPEPT_TXCRUDTH,Peptic ulcer,Deaths per 100 000 males (crude rates)
CICDINPN_TXCRUDTX,Influenza,Deaths per 100 000 population (crude rates)
CICDALZH_TXCRUDTX,Alzheimer's disease,Deaths per 100 000 population (crude rates)
CICDCERV_TXCRUDTX,Cerebrovascular diseases,Deaths per 100 000 population (crude rates)
CICDHOCD_TXCRUDTF,Assault,Deaths per 100 000 females (crude rates)
CICDDBTM_TXCRUDTH,Diabetes mellitus,Deaths per 100 000 males (crude rates)
CICDCIRR_TXCRUDTF,Chronic liver diseases and cirrhosis,Deaths per 100 000 females (crude rates)
CICDCIRR_TXCRUDTH,Chronic liver diseases and cirrhosis,Deaths per 100 000 males (crude rates)
CICDPNEU_TXCRUDTF,Pneumonia,Deaths per 100 000 females (crude rates)
CICDHIVD_TXCRUDTX,HIV-AIDS,Deaths per 100 000 population (crude rates)
CICDLEUK_TXCRUDTX,Leukemia,Deaths per 100 000 population (crude rates)
CICDHODG_TXCRUDTX,Hodgkin’s disease,Deaths per 100 000 population (crude rates)
CICDHOCD_TXCRUDTX,Assault,Deaths per 100 000 population (crude rates)
CICDNEOP_TXCRUDTX,Neoplasms,Deaths per 100 000 population (crude rates)
CICDNCRA_TXCRUDTH,"Malignant neoplasms of colon, rectum and anus",Deaths per 100 000 males (crude rates)
CICDNCRA_TXCRUDTF,"Malignant neoplasms of colon, rectum and anus",Deaths per 100 000 females (crude rates)
CICDCRVX_TXCRUDTF,Malignant neoplasms of cervix uteri,Deaths per 100 000 females (crude rates)
CICDSKIN_TXCRUDTH,Malignant melanoma of skin,Deaths per 100 000 males (crude rates)
CICDMNBR_TXCRUDTF,Malignant neoplasms of female breast,Deaths per 100 000 females (crude rates)
CICDISCH_TXCRUDTF,Ischaemic heart diseases,Deaths per 100 000 females (crude rates)
CICDMYOC_TXCRUDTX,Acute myocardial infarction,Deaths per 100 000 population (crude rates)
CICDTROU_TXCRUDTF,Mental and behavioural disorders,Deaths per 100 000 females (crude rates)
CICDLIVR_TXCRUDTH,Malignant neoplasms of liver,Deaths per 100 000 males (crude rates)
CICDAFFE_TXCRUDTX,Certain conditions originating in the perinatal period,Deaths per 100 000 population (crude rates)
CICDCIRC_TXCRUDTX,Diseases of the circulatory system,Deaths per 100 000 population (crude rates)
CICDCIRR_TXCRUDTX,Chronic liver diseases and cirrhosis,Deaths per 100 000 population (crude rates)
CICDREPS_TXCRUDTF,Diseases of the respiratory system,Deaths per 100 000 females (crude rates)
CICDCIRC_TXCRUDTH,Diseases of the circulatory system,Deaths per 100 000 males (crude rates)
CICDHIVD_TXCRUDTH,HIV-AIDS,Deaths per 100 000 males (crude rates)
CICDINPN_TXCRUDTH,Influenza,Deaths per 100 000 males (crude rates)
CICDMNPR_TXCRUDTH,Malignant neoplasms of prostate,Deaths per 100 000 males (crude rates)
CICDTRAC_TXCRUDTF,Transport Accidents,Deaths per 100 000 females (crude rates)
CICDHARM_TXCRUDTX,Intentional self-harm,Deaths per 100 000 population (crude rates)
CICDEXTC_TXCRUDTH,External causes of mortality,Deaths per 100 000 males (crude rates)
CICDACCD_TXCRUDTF,Accidents,Deaths per 100 000 females (crude rates)
CICDSANG_TXCRUDTX,Diseases of the blood and blood-forming organs,Deaths per 100 000 population (crude rates)
CICDSYMP_TXCRUDTF,"Symptoms, signs, ill-defined causes",Deaths per 100 000 females (crude rates)
CICDCHUT_TXCRUDTX,Accidental falls,Deaths per 100 000 population (crude rates)
CICDSTOM_TXCRUDTF,Malignant neoplasms of stomach,Deaths per 100 000 females (crude rates)
CICDALLC_TXCRUDTH,All causes of death,Deaths per 100 000 males (crude rates)
CICDENDO_TXCRUDTF,"Endocrine, nutritional and metabolic diseases",Deaths per 100 000 females (crude rates)
CICDCANC_TXCRUDTX,"Malignant neoplasms of trachea, bronchus, lung",Deaths per 100 000 population (crude rates)
CICDTUME_TXCRUDTF,Malignant neoplasms,Deaths per 100 000 females (crude rates)
CICDBLAD_TXCRUDTH,Malignant neoplasms of bladder,Deaths per 100 000 males (crude rates)
CICDHOCD_TXCRUDTH,Assault,Deaths per 100 000 males (crude rates)
CICDALLC_TXCRUDTF,All causes of death,Deaths per 100 000 females (crude rates)
CICDNERV_TXCRUDTX,Diseases of the nervous system,Deaths per 100 000 population (crude rates)
CICDPEAU_TXCRUDTF,Diseases of the skin and subcutaneous tissue,Deaths per 100 000 females (crude rates)
CICDNEOP_TXCRUDTH,Neoplasms,Deaths per 100 000 males (crude rates)
CICDDIGE_TXCRUDTF,Diseases of the digestive system,Deaths per 100 000 females (crude rates)
CICDMYOC_TXCRUDTH,Acute myocardial infarction,Deaths per 100 000 males (crude rates)
CICDDMTA_TXCRUDTH,Dementia,Deaths per 100 000 males (crude rates)
CICDISCH_TXCRUDTH,Ischaemic heart diseases,Deaths per 100 000 males (crude rates)
CICDGENI_TXCRUDTX,Diseases of the genitourinary system,Deaths per 100 000 population (crude rates)
CICDBAEM_TXCRUDTH,Chronic obstructive pulmonary diseases,Deaths per 100 000 males (crude rates)
CICDPARK_TXCRUDTF,Parkinson's disease,Deaths per 100 000 females (crude rates)
CICDBLAD_TXCRUDTF,Malignant neoplasms of bladder,Deaths per 100 000 females (crude rates)
CICDCHUT_TXCRUDTF,Accidental falls,Deaths per 100 000 females (crude rates)
CICDTBLS_TXCRUDTH,Tuberculosis,Deaths per 100 000 males (crude rates)
CICDDIGE_TXCRUDTX,Diseases of the digestive system,Deaths per 100 000 population (crude rates)
CICDPANC_TXCRUDTX,Malignant neoplasms of pancreas,Deaths per 100 000 population (crude rates)
CICDTRAC_TXCRUDTH,Transport Accidents,Deaths per 100 000 males (crude rates)
CICDTRAC_TXCRUDTX,Transport Accidents,Deaths per 100 000 population (crude rates)
CICDCONG_TXCRUDTF,"Congenital malformations, deformations and chromosomal abnormalities",Deaths per 100 000 females (crude rates)
CICDTBLS_TXCRUDTX,Tuberculosis,Deaths per 100 000 population (crude rates)
CICDGENI_TXCRUDTH,Diseases of the genitourinary system,Deaths per 100 000 males (crude rates)
CICDDBTM_TXCRUDTF,Diabetes mellitus,Deaths per 100 000 females (crude rates)
CICDSKIN_TXCRUDTF,Malignant melanoma of skin,Deaths per 100 000 females (crude rates)
CICDEXTC_TXCRUDTX,External causes of mortality,Deaths per 100 000 population (crude rates)
CICDLIVR_TXCRUDTX,Malignant neoplasms of liver,Deaths per 100 000 population (crude rates)
CICDDMTA_TXCRUDTX,Dementia,Deaths per 100 000 population (crude rates)
CICDOSTE_TXCRUDTX,Diseases of the musculoskeletal system and connective tissue,Deaths per 100 000 population (crude rates)
CICDPANC_TXCRUDTH,Malignant neoplasms of pancreas,Deaths per 100 000 males (crude rates)
CICDLIVR_TXCRUDTF,Malignant neoplasms of liver,Deaths per 100 000 females (crude rates)
CICDALZH_TXCRUDTF,Alzheimer's disease,Deaths per 100 000 females (crude rates)
CICDTROU_TXCRUDTH,Mental and behavioural disorders,Deaths per 100 000 males (crude rates)
CICDINFE_TXCRUDTH,Certain infectious and parasitic diseases,Deaths per 100 000 males (crude rates)
CICDSTOM_TXCRUDTX,Malignant neoplasms of stomach,Deaths per 100 000 population (crude rates)
CICDBLAD_TXCRUDTX,Malignant neoplasms of bladder,Deaths per 100 000 population (crude rates)
CICDHARM_TXCRUDTF,Intentional self-harm,Deaths per 100 000 females (crude rates)
CICDINFE_TXCRUDTX,Certain infectious and parasitic diseases,Deaths per 100 000 population (crude rates)
CICDAFFE_TXCRUDTF,Certain conditions originating in the perinatal period,Deaths per 100 000 females (crude rates)
CICDINFE_TXCRUDTF,Certain infectious and parasitic diseases,Deaths per 100 000 females (crude rates)
CICDPEAU_TXCRUDTX,Diseases of the skin and subcutaneous tissue,Deaths per 100 000 population (crude rates)
CICDLEUK_TXCRUDTH,Leukemia,Deaths per 100 000 males (crude rates)
CICDHODG_TXCRUDTF,Hodgkin’s disease,Deaths per 100 000 females (crude rates)
CICDPARK_TXCRUDTX,Parkinson's disease,Deaths per 100 000 population (crude rates)
CICDLEUK_TXCRUDTF,Leukemia,Deaths per 100 000 females (crude rates)
CICDOSTE_TXCRUDTF,Diseases of the musculoskeletal system and connective tissue,Deaths per 100 000 females (crude rates)
CICDNEOP_TXCRUDTF,Neoplasms,Deaths per 100 000 females (crude rates)
CICDISCH_TXCRUDTX,Ischaemic heart diseases,Deaths per 100 000 population (crude rates)
CICDDIGE_TXCRUDTH,Diseases of the digestive system,Deaths per 100 000 males (crude rates)
CICDGROS_TXCRUDTF,"Pregnancy, childbirth and the puerperium",Deaths per 100 000 females (crude rates)
CICDOSTE_TXCRUDTH,Diseases of the musculoskeletal system and connective tissue,Deaths per 100 000 males (crude rates)
CICDTROU_TXCRUDTX,Mental and behavioural disorders,Deaths per 100 000 population (crude rates)
CICDPEPT_TXCRUDTX,Peptic ulcer,Deaths per 100 000 population (crude rates)
CICDPNEU_TXCRUDTX,Pneumonia,Deaths per 100 000 population (crude rates)
CICDPOSN_TXCRUDTH,Accidental poisoning,Deaths per 100 000 males (crude rates)
CICDTUME_TXCRUDTH,Malignant neoplasms,Deaths per 100 000 males (crude rates)
CICDEXTC_TXCRUDTF,External causes of mortality,Deaths per 100 000 females (crude rates)
CICDHIVD_TXCRUDTF,HIV-AIDS,Deaths per 100 000 females (crude rates)
CICDSYMP_TXCRUDTH,"Symptoms, signs, ill-defined causes",Deaths per 100 000 males (crude rates)
CICDCANC_TXCRUDTF,"Malignant neoplasms of trachea, bronchus, lung",Deaths per 100 000 females (crude rates)
CICDACCD_TXCRUDTX,Accidents,Deaths per 100 000 population (crude rates)
CICDAFFE_TXCRUDTH,Certain conditions originating in the perinatal period,Deaths per 100 000 males (crude rates)
CICDENDO_TXCRUDTH,"Endocrine, nutritional and metabolic diseases",Deaths per 100 000 males (crude rates)
CICDTUME_TXCRUDTX,Malignant neoplasms,Deaths per 100 000 population (crude rates)
CICDREPS_TXCRUDTX,Diseases of the respiratory system,Deaths per 100 000 population (crude rates)
CICDSTOM_TXCRUDTH,Malignant neoplasms of stomach,Deaths per 100 000 males (crude rates)
CICDASMA_TXCRUDTX,Asthma,Deaths per 100 000 population (crude rates)
CICDCONG_TXCRUDTH,"Congenital malformations, deformations and chromosomal abnormalities",Deaths per 100 000 males (crude rates)
CICDALLC_TXCRUDTX,All causes of death,Deaths per 100 000 population (crude rates)
CICDASMA_TXCRUDTH,Asthma,Deaths per 100 000 males (crude rates)
CICDTBLS_TXCRUDTF,Tuberculosis,Deaths per 100 000 females (crude rates)
CICDCHUT_TXCRUDTH,Accidental falls,Deaths per 100 000 males (crude rates)
CICDCIRC_TXCRUDTF,Diseases of the circulatory system,Deaths per 100 000 females (crude rates)
CICDCONG_TXCRUDTX,"Congenital malformations, deformations and chromosomal abnormalities",Deaths per 100 000 population (crude rates)
CICDPARK_TXCRUDTH,Parkinson's disease,Deaths per 100 000 males (crude rates)
CICDALZH_TXCRUDTH,Alzheimer's disease,Deaths per 100 000 males (crude rates)
CICDDMTA_TXCRUDTF,Dementia,Deaths per 100 000 females (crude rates)
CICDOVRY_TXCRUDTF,Malignant neoplasms of ovary,Deaths per 100 000 females (crude rates)
CICDSKIN_TXCRUDTX,Malignant melanoma of skin,Deaths per 100 000 population (crude rates)
CICDHARM_TXCRUDTH,Intentional self-harm,Deaths per 100 000 males (crude rates)
CICDPNEU_TXCRUDTH,Pneumonia,Deaths per 100 000 males (crude rates)
CICDINPN_TXCRUDTF,Influenza,Deaths per 100 000 females (crude rates)
CICDCERV_TXCRUDTF,Cerebrovascular diseases,Deaths per 100 000 females (crude rates)
CICDGENI_TXCRUDTF,Diseases of the genitourinary system,Deaths per 100 000 females (crude rates)
AVDMTRTM_NBFEMEPF,Treatable mortality,Number of female deaths
AVDMPRVM_TXCMFETF,Preventable mortality,Deaths per 100 000 females (standardised rates)
AVDMTRTM_TXCMFETF,Treatable mortality,Deaths per 100 000 females (standardised rates)
AVDMTRTM_NBPOPUPC,Treatable mortality,Number of total deaths
AVDMPRVM_NBPOPUPC,Preventable mortality,Number of total deaths
AVDMPRVM_NBMALEPH,Preventable mortality,Number of male deaths
AVDMPRVM_TXCMHOTH,Preventable mortality,Deaths per 100 000 males (standardised rates)
AVDMPRVM_NBFEMEPF,Preventable mortality,Number of female deaths
AVDMTRTM_TXCMHOTH,Treatable mortality,Deaths per 100 000 males (standardised rates)
AVDMTRTM_NBMALEPH,Treatable mortality,Number of male deaths
AVDMTRTM_TXCMILTX,Treatable mortality,Deaths per 100 000 population (standardised rates)
AVDMPRVM_TXCMILTX,Preventable mortality,Deaths per 100 000 population (standardised rates)
AVDMAVOI_TXCMFETF,Avoidable mortality (preventable+treatable),Deaths per 100 000 females (standardised rates)
AVDMAVOI_TXCMHOTH,Avoidable mortality (preventable+treatable),Deaths per 100 000 males (standardised rates)
AVDMAVOI_NBPOPUPC,Avoidable mortality (preventable+treatable),Number of total deaths
AVDMAVOI_NBFEMEPF,Avoidable mortality (preventable+treatable),Number of female deaths
AVDMAVOI_NBMALEPH,Avoidable mortality (preventable+treatable),Number of male deaths
AVDMAVOI_TXCMILTX,Avoidable mortality (preventable+treatable),Deaths per 100 000 population (standardised rates)
CICDCVID_TXCMHOTH,Codes for special purposes: COVID-19,Deaths per 100 000 males (standardised rates)
CICDCVID_TXCRUDTH,Codes for special purposes: COVID-19,Deaths per 100 000 males (crude rates)
CICDCVID_TXCMFETF,Codes for special purposes: COVID-19,Deaths per 100 000 females (standardised rates)
CICDCVID_TXCRUDTX,Codes for special purposes: COVID-19,Deaths per 100 000 population (crude rates)
PLYLCVID_ANNFEMTF,Codes for special purposes: COVID-19,"Years lost, /100 000 females, aged 75 years old"
CICDCVID_TXCRUDTF,Codes for special purposes: COVID-19,Deaths per 100 000 females (crude rates)
CICDCVID_NBPOPUPC,Codes for special purposes: COVID-19,Number of total deaths
CICDCVID_NBFEMEPF,Codes for special purposes: COVID-19,Number of female deaths
CICDCVID_NBMALEPH,Codes for special purposes: COVID-19,Number of male deaths
CICDCVID_TXCMILTX,Codes for special purposes: COVID-19,Deaths per 100 000 population (standardised rates)
PLYLCVID_ANNTOTTX,Codes for special purposes: COVID-19,"Years lost, /100 000 population, aged 75 years old"
PLYLCVID_ANNHOMTH,Codes for special purposes: COVID-19,"Years lost, /100 000 males, aged 75 years old"
TPRIBASI,Total public and primary voluntary health insurance coverage,% of total population covered
COVGCMED_TOTPOPTX,Government/compulsory health insurance coverage,% of total population
COVGCMED_EFFPEREF,Government/compulsory health insurance coverage,Thousands of persons
PHINTPHI_TOTPOPTX,Total voluntary health insurance (VHI) coverage,% of total population
PHINTPHI_EFFPEREF,Total voluntary health insurance (VHI) coverage,Thousands of persons
PHINPMPI_TOTPOPTX,Primary voluntary health insurance (VHI) coverage,% of total population
PHINPMPI_EFFPEREF,Primary voluntary health insurance (VHI) coverage,Thousands of persons
PHINDUPI_TOTPOPTX,Duplicate voluntary health insurance (VHI) coverage,% of total population
PHINDUPI_EFFPEREF,Duplicate voluntary health insurance (VHI) coverage,Thousands of persons
PHINCMPI_TOTPOPTX,Complementary voluntary health insurance (VHI) coverage,% of total population
PHINCMPI_EFFPEREF,Complementary voluntary health insurance (VHI) coverage,Thousands of persons
PHINSUPI_TOTPOPTX,Supplementary voluntary health insurance (VHI) coverage,% of total population
PHINSUPI_EFFPEREF,Supplementary voluntary health insurance (VHI) coverage,Thousands of persons
DEMOFEMP_EFFPEREF,"Female population, incl. France Metropolitan + D.O.M. (overseas departments)",Thousands of persons
DEMOMALP_EFFPEREF,"Male population, incl. France Metropolitan + D.O.M. (overseas departments)",Thousands of persons
STRUSFPL_EFFPEREF,Population: 65 years old and over,Thousands of persons
STRUPP80_EFFPEREF,Population: 80 years old and over,Thousands of persons
JOBSCIVL_EFFPEREF,Total civilian employment,Thousands of persons
DEMOFECO,Fertility,Children per women aged 15 to 49 years old
STRUSFPL_THFEMETF,Population: 65 years old and over,Thousands of females
STRUPP80_THFEMETF,Population: 80 years old and over,Thousands of females
STRUSFPL_THHOMOTH,Population: 65 years old and over,Thousands of males
STRUPP80_THHOMOTH,Population: 80 years old and over,Thousands of males
DEMONATA_NMBERSNB,Live births,Number of live births (in thousands)
DEMOFEMP_FPARRHEF,"Female population, incl. France Metropolitan + D.O.M. (overseas departments)",Female to male ratio
DEMOMALP_FPARRFEF,"Male population, incl. France Metropolitan + D.O.M. (overseas departments)",Male to female ratio
DEMONATA_CDRMILNB,Live births,"Births, crude rate per 1 000 population"
DEMOFEMP_TOTPOPTX,"Female population, incl. France Metropolitan + D.O.M. (overseas departments)",% of total population
DEMOMALP_TOTPOPTX,"Male population, incl. France Metropolitan + D.O.M. (overseas departments)",% of total population
STRUSFPL_TOTPOPTX,Population: 65 years old and over,% of total population
STRUPP80_TOTPOPTX,Population: 80 years old and over,% of total population
JOBSCIVL_TOTPOPTX,Total civilian employment,% of total population
DEMODOMP,"Total population, incl. France Metropolitan + D.O.M. (overseas departments)",Thousands of persons
ECONPIBN_INDICEIP,Gross domestic product (GDP),Price index (2015=100)
ECONPIBN_MLLNCUMT,Gross domestic product (GDP),Million of national currency units
ECONAVPW,Average annual wages,Current prices in NCU
CONVCHAN_TXUSDLTX,US$ exchange rate,National currency unit per US$
CONVPPAC,"Purchasing Power Parities for GDP, US$","National currency unit per US$, PPP"
CONVCHAN_MLUSDXRA,US$ exchange rate,Millions of national currency unit per US$
ECONPIBN_MTMOTCMT,Gross domestic product (GDP),Million US$ at exchange rate
ECONPIBN_MTMOPPMT,Gross domestic product (GDP),"Million US$, purchasing power parity"
ECONPIBN_VALRELMT,Gross domestic product (GDP),Million NCU at 2015 GDP price level
ECONPIBN_UNPPERMT,Gross domestic product (GDP),"/capita, national currency units"
ECONPIBN_TCPPERMT,Gross domestic product (GDP),"/capita, US$ exchange rate"
ECONPIBN_PPPPERMT,Gross domestic product (GDP),"/capita, US$ purchasing power parity"
ECONPIBN_REPPERMT,Gross domestic product (GDP),"/capita, NCU at 2015 GDP price level"
ECONAICO,Actual individual consumption (AIC),Price index (2015=100)
CONVAICP,"Purchasing Power Parities for actual individual consumption, US$","National currency unit per US$, PPP"
CONVPVCP,"Purchasing Power Parities for private consumption, US$","National currency unit per US$, PPP"
